City_ID,city,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Zambezi,-13.5432,23.1047,66.2,93,100,3.8,ZM,2022-04-15 21:38:58
294,Banikoara,11.2985,2.4386,78.94,68,100,10.47,BJ,2022-04-15 21:38:58
295,Teya,60.3778,92.6267,33.8,99,100,2.42,RU,2022-04-15 21:38:59
296,Talnakh,69.4865,88.3972,24.94,95,92,7.36,RU,2022-04-15 21:38:59
297,Bonavista,48.6499,-53.1147,32.68,79,41,15.75,CA,2022-04-15 21:38:59
298,Ascension,30.2169,-90.9001,80.6,76,100,9.22,US,2022-04-15 21:39:00
299,Cam Ranh,11.9214,109.1591,78.76,94,40,1.14,VN,2022-04-15 21:39:00
300,Massaguet,12.4755,15.4365,89.71,32,59,9.35,TD,2022-04-15 21:39:01
301,Tamala,52.541,43.2515,43.2,70,90,1.88,RU,2022-04-15 21:39:01
302,Atasu,48.6814,71.6433,53.89,26,33,10.33,KZ,2022-04-15 21:39:01
303,Taungdwingyi,20.0167,95.55,81.75,65,16,7.05,MM,2022-04-15 21:39:02
304,Osypenko,46.9136,36.8253,46.72,93,78,7.81,UA,2022-04-15 21:39:02
305,Port Macquarie,-31.4333,152.9167,59.9,76,76,5.73,AU,2022-04-15 21:39:03
306,Fangshan,39.6983,115.9925,50.72,13,1,5.03,CN,2022-04-15 21:39:03
307,Cabedelo,-6.9811,-34.8339,83.07,80,6,10.25,BR,2022-04-15 21:39:03
308,Russell,32.3502,-85.1999,81.68,24,0,0.0,US,2022-04-15 21:39:04
309,Vanimo,-2.6741,141.3028,79.38,85,57,4.56,PG,2022-04-15 21:39:04
310,Axim,4.8699,-2.2405,80.2,83,50,8.3,GH,2022-04-15 21:39:04
311,Laguna,38.421,-121.4238,72.32,46,0,10.36,US,2022-04-15 21:39:05
312,Moissala,8.3404,17.7663,84.94,37,62,4.72,TD,2022-04-15 21:39:05
313,Davila,18.4726,120.5763,73.38,79,85,18.03,PH,2022-04-15 21:39:05
314,Kayan,16.9056,96.5631,78.94,78,1,3.06,MM,2022-04-15 21:39:06
315,Caravelas,-17.7125,-39.2481,75.7,83,100,14.83,BR,2022-04-15 21:39:06
316,Bathsheba,13.2167,-59.5167,83.01,69,20,19.57,BB,2022-04-15 21:39:06
317,Half Moon Bay,37.4636,-122.4286,72.41,60,0,16.11,US,2022-04-15 21:38:33
318,Mardin,37.3131,40.7436,47.19,49,82,8.39,TR,2022-04-15 21:40:07
319,Umea,63.8284,20.2597,28.9,93,0,3.44,SE,2022-04-15 21:40:07
320,Anchorage,61.2181,-149.9003,44.65,53,75,8.05,US,2022-04-15 21:40:08
321,Jining,35.405,116.5814,44.55,24,100,3.22,CN,2022-04-15 21:40:08
322,Torbay,47.6666,-52.7314,43.57,52,40,10.36,CA,2022-04-15 21:38:30
323,Santa Cruz De Tenerife,28.4682,-16.2546,67.91,60,1,16.2,ES,2022-04-15 21:40:09
324,Itarema,-2.9248,-39.9167,78.75,82,74,6.67,BR,2022-04-15 21:40:09
325,Namatanai,-3.6667,152.4333,81.99,77,37,5.26,PG,2022-04-15 21:40:09
326,Plattsburgh,44.6995,-73.4529,59.22,31,75,17.85,US,2022-04-15 21:40:10
327,Ust-Kut,56.7938,105.7672,34.12,99,100,1.72,RU,2022-04-15 21:40:10
328,Trairi,-3.2778,-39.2689,78.46,82,51,5.1,BR,2022-04-15 21:40:11
329,Yelizavetinskaya,45.0445,38.7958,41.09,92,19,3.53,RU,2022-04-15 21:40:11
330,Medvedka,61.1629,46.387,25.83,91,86,7.99,RU,2022-04-15 21:40:11
331,Kupino,54.3663,77.2981,48.09,50,22,9.78,RU,2022-04-15 21:40:12
332,Meulaboh,4.1363,96.1285,76.91,88,78,3.15,ID,2022-04-15 21:40:12
333,Grand Gaube,-20.0064,57.6608,77.4,86,26,5.99,MU,2022-04-15 21:40:12
334,Weston,26.1004,-80.3998,80.62,81,41,5.01,US,2022-04-15 21:40:13
335,Polovinnoye,54.7914,65.9864,53.19,61,100,9.69,RU,2022-04-15 21:40:13
336,Puerto Lleras,3.0223,-73.4044,79.79,84,97,3.51,CO,2022-04-15 21:40:14
337,Rafai,4.95,23.9167,68.94,98,92,2.19,CF,2022-04-15 21:40:14
338,Matadi,-5.8167,13.45,75.7,94,100,1.88,CD,2022-04-15 21:40:14
339,Lerwick,60.1545,-1.1494,46.4,90,63,21.81,GB,2022-04-15 21:40:15
340,Coron,11.9986,120.2043,75.92,88,91,2.89,PH,2022-04-15 21:40:15
341,Asfi,32.2994,-9.2372,65.61,66,3,19.82,MA,2022-04-15 21:40:16
342,Coihaique,-45.5752,-72.0662,57.81,82,75,4.61,CL,2022-04-15 21:40:16
343,Minab,27.1467,57.0801,85.64,32,94,2.35,IR,2022-04-15 21:40:16
344,Constitucion,-35.3333,-72.4167,55.62,81,1,8.95,CL,2022-04-15 21:40:17
345,West Wendover,40.7391,-114.0733,54.61,38,20,17.27,US,2022-04-15 21:35:47
346,Muisne,0.6,-80.0333,77.92,83,98,8.5,EC,2022-04-15 21:40:17
347,Hambantota,6.1241,81.1185,77.34,100,18,2.3,LK,2022-04-15 21:40:17
348,Anzio,41.4853,12.6179,64.31,62,84,5.32,IT,2022-04-15 21:40:18
349,Erdenet,49.0333,104.0833,29.35,65,2,4.34,MN,2022-04-15 21:40:18
350,Nyurba,63.2842,118.3319,14.77,95,100,5.21,RU,2022-04-15 21:40:19
351,Tazovskiy,67.4667,78.7,17.85,95,100,7.2,RU,2022-04-15 21:40:19
352,Ambilobe,-13.2,49.05,75.06,82,63,4.47,MG,2022-04-15 21:40:19
353,Batemans Bay,-35.7167,150.1833,61.11,69,98,3.15,AU,2022-04-15 21:40:20
354,Havoysund,70.9963,24.6622,39.43,90,100,26.24,NO,2022-04-15 21:40:20
355,Yar-Sale,66.8333,70.8333,15.66,87,100,6.51,RU,2022-04-15 21:40:20
356,Adrar,20.5022,-10.0711,81.66,12,16,5.06,MR,2022-04-15 21:40:21
357,Fairbanks,64.8378,-147.7164,37.09,37,0,16.11,US,2022-04-15 21:40:11
358,Staicele,57.8364,24.75,33.91,77,32,9.48,LV,2022-04-15 21:40:21
359,Mogadishu,2.0371,45.3438,81.73,77,62,9.06,SO,2022-04-15 21:40:22
360,Port Augusta,-32.5,137.7667,68.05,44,0,1.9,AU,2022-04-15 21:40:22
361,Luderitz,-26.6481,15.1594,57.99,71,0,16.37,NA,2022-04-15 21:40:22
362,Lokosovo,61.1333,74.8167,42.94,83,100,10.74,RU,2022-04-15 21:40:23
363,Broken Hill,-31.95,141.4333,58.71,58,1,3.44,AU,2022-04-15 21:40:23
364,Vicuna,-30.0319,-70.7081,74.77,56,0,5.32,CL,2022-04-15 21:40:23
365,Tezu,27.9167,96.1667,62.51,89,100,7.47,IN,2022-04-15 21:41:24
366,College,64.8569,-147.8028,37.08,36,40,16.11,US,2022-04-15 21:41:24
367,Quatre Cocos,-20.2078,57.7625,77.11,82,47,18.59,MU,2022-04-15 21:41:24
368,Maniitsoq,65.4167,-52.9,24.1,60,98,9.42,GL,2022-04-15 21:41:25
369,Komatipoort,-25.4332,31.9548,68.86,89,100,12.8,ZA,2022-04-15 21:41:25
370,Cabadiangan,9.7531,122.4739,77.32,84,35,2.19,PH,2022-04-15 21:41:25
371,Presidencia Roque Saenz Pena,-26.7852,-60.4388,60.53,64,0,6.22,AR,2022-04-15 21:41:26
372,Rio Gallegos,-51.6226,-69.2181,51.85,76,40,18.41,AR,2022-04-15 21:41:26
373,Muros,42.7762,-9.0603,56.84,83,24,3.78,ES,2022-04-15 21:41:27
374,Lazurne,46.084,32.5295,47.3,86,8,12.68,UA,2022-04-15 21:41:27
375,Ust-Ilimsk,58.0006,102.6619,27.73,97,84,3.53,RU,2022-04-15 21:41:27
376,Kultuk,51.7208,103.6956,31.86,83,99,6.6,RU,2022-04-15 21:41:28
377,Ambon,-3.6954,128.1814,77.14,88,20,9.22,ID,2022-04-15 21:41:28
378,Zeya,53.75,127.2667,28.44,76,100,3.89,RU,2022-04-15 21:41:29
379,Mae Hong Son,19.3003,97.9685,75.22,70,6,1.28,TH,2022-04-15 21:41:29
380,Villazon,-22.0866,-65.5942,59.67,8,0,11.79,BO,2022-04-15 21:41:29
381,San Patricio,28.017,-97.5169,84.15,59,70,16.69,US,2022-04-15 21:41:30
382,Beckum,51.75,8.0333,47.61,78,94,5.41,DE,2022-04-15 21:41:30
383,Turayf,31.6725,38.6637,62.85,25,0,11.5,SA,2022-04-15 21:41:30
384,Coahuayana,18.7333,-103.6833,87.12,45,100,6.96,MX,2022-04-15 21:41:31
385,Malpe,13.35,74.7167,79.9,83,56,3.42,IN,2022-04-15 21:41:31
386,Moura,38.1401,-7.4486,66.31,63,77,5.39,PT,2022-04-15 21:41:31
387,Khor,47.8861,134.9464,42.51,49,100,9.51,RU,2022-04-15 21:41:32
388,Cabo Rojo,18.0866,-67.1457,81.9,79,42,5.01,PR,2022-04-15 21:41:32
389,Broome,42.2506,-75.833,64.69,27,100,19.57,US,2022-04-15 21:41:32
390,Daru,-9.0763,143.2092,75.72,96,100,10.29,PG,2022-04-15 21:41:33
391,Kampene,-3.6,26.6667,67.6,98,100,0.74,CD,2022-04-15 21:41:33
392,Olafsvik,64.8945,-23.7142,45.82,86,100,30.85,IS,2022-04-15 21:41:33
393,Araouane,18.9048,-3.5265,81.66,12,0,11.32,ML,2022-04-15 21:41:34
394,Gillette,44.2911,-105.5022,27.1,67,100,11.5,US,2022-04-15 21:38:21
395,Kameno,42.5667,27.3,51.03,81,4,9.22,BG,2022-04-15 21:41:34
396,Poya,-21.35,165.15,76.82,75,32,4.74,NC,2022-04-15 21:41:35
397,Vila Franca Do Campo,37.7167,-25.4333,63.01,89,27,6.78,PT,2022-04-15 21:41:35
398,Viedma,-40.8135,-62.9967,67.8,39,0,14.47,AR,2022-04-15 21:41:36
399,Cartagena,10.3997,-75.5144,87.42,70,40,13.8,CO,2022-04-15 21:38:58
400,Holetown,13.1867,-59.6381,82.96,78,89,18.79,BB,2022-04-15 21:41:36
401,Luxor,25.6989,32.6421,77.05,19,0,6.91,EG,2022-04-15 21:41:36
402,Melfi,40.9965,15.6514,52.48,83,89,2.55,IT,2022-04-15 21:41:37
403,Hovd,48.0056,91.6419,30.87,34,0,6.51,MN,2022-04-15 21:41:37
404,Lethem,3.3803,-59.7968,80.65,69,40,13.8,GY,2022-04-15 21:41:38
405,Ugoofaaru,5.6667,73.0,83.89,74,54,10.0,MV,2022-04-15 21:41:38
406,Ajaccio,42.0,8.9167,57.25,82,0,3.44,FR,2022-04-15 21:37:48
407,Bol,13.4586,14.7147,86.27,40,98,4.36,TD,2022-04-15 21:41:38
408,Vilsbiburg,48.45,12.35,48.18,80,4,5.41,DE,2022-04-15 21:41:39
409,Igrim,63.1906,64.4162,27.84,94,100,13.0,RU,2022-04-15 21:41:39
410,Iqaluit,63.7506,-68.5145,8.33,71,20,15.01,CA,2022-04-15 21:41:39
411,Ngunguru,-35.6167,174.5,62.67,74,99,4.12,NZ,2022-04-15 21:41:40
412,Kalmunai,7.4167,81.8167,79.14,89,10,10.74,LK,2022-04-15 21:41:40
413,Genhe,50.7833,121.5167,26.96,69,30,6.49,CN,2022-04-15 21:42:41
414,Codo,-4.4553,-43.8856,75.24,97,74,3.22,BR,2022-04-15 21:42:41
415,Leh,34.1667,77.5833,34.84,55,99,5.44,IN,2022-04-15 21:42:41
416,Los Llanos De Aridane,28.6585,-17.9182,60.55,89,0,12.66,ES,2022-04-15 21:42:42
417,Labuhan,-6.8844,112.2051,77.22,88,97,5.17,ID,2022-04-15 21:42:42
418,Verkhoyansk,67.5447,133.385,2.64,98,97,2.44,RU,2022-04-15 21:42:42
419,Shieli,44.1667,66.75,66.45,22,82,4.25,KZ,2022-04-15 21:42:43
420,Goderich,43.7501,-81.7165,46.9,65,100,18.41,CA,2022-04-15 21:42:43
421,Viransehir,37.2353,39.7631,52.9,45,68,8.7,TR,2022-04-15 21:42:43
422,Channel-Port Aux Basques,47.5702,-59.1367,36.73,81,100,18.5,CA,2022-04-15 21:38:30
423,Palmer,42.1584,-72.3287,66.42,19,40,14.97,US,2022-04-15 21:42:44
424,Touros,-5.1989,-35.4608,80.1,82,21,9.64,BR,2022-04-15 21:42:34
425,Mayo,38.8876,-76.5119,72.72,31,0,19.57,US,2022-04-15 21:42:44
426,Vao,-22.6667,167.4833,75.4,79,87,8.75,NC,2022-04-15 21:42:45
427,Norman Wells,65.282,-126.8329,12.24,52,75,13.8,CA,2022-04-15 21:42:45
428,Taft,31.7471,54.2088,60.75,52,15,13.8,IR,2022-04-15 21:42:45
429,Hamilton,39.1834,-84.5333,71.55,19,0,20.71,US,2022-04-15 21:42:23
430,Fuerte Olimpo,-21.0415,-57.8738,71.98,46,0,5.84,PY,2022-04-15 21:42:46
431,Chenzhou,25.8,113.0333,52.9,98,100,4.63,CN,2022-04-15 21:42:46
432,Birin,26.8865,88.0718,62.11,32,21,6.38,NP,2022-04-15 21:42:47
433,Sokolo,14.7328,-6.1219,91.62,21,97,7.58,ML,2022-04-15 21:42:47
434,Hobyo,5.3505,48.5268,82.53,72,91,12.55,SO,2022-04-15 21:42:47
435,Kasama,-10.2129,31.1808,61.12,97,65,3.47,ZM,2022-04-15 21:42:48
436,Faanui,-16.4833,-151.75,82.04,71,7,18.43,PF,2022-04-15 21:42:48
437,Patnos,39.2336,42.8634,34.14,70,80,2.71,TR,2022-04-15 21:42:48
438,Lufilufi,-13.8745,-171.5986,89.38,75,33,13.35,WS,2022-04-15 21:42:49
439,Safaga,26.7292,33.9365,76.35,33,0,13.51,EG,2022-04-15 21:42:49
440,Iralaya,15.0,-83.2333,82.8,66,100,9.95,HN,2022-04-15 21:42:49
441,Scarborough,54.2797,-0.4044,48.9,88,100,14.0,GB,2022-04-15 21:42:00
442,Sabha,27.0377,14.4283,77.09,17,0,7.83,LY,2022-04-15 21:42:50
443,Bilma,18.6853,12.9164,87.58,7,76,1.43,NE,2022-04-15 21:42:50
444,Waynesboro,38.0685,-78.8895,70.99,16,0,14.97,US,2022-04-15 21:42:51
445,Amahai,-3.3333,128.9167,78.19,78,98,4.76,ID,2022-04-15 21:42:51
446,Bubaque,11.2833,-15.8333,74.53,74,6,19.13,GW,2022-04-15 21:42:52
447,Evensk,61.95,159.2333,25.56,83,99,4.52,RU,2022-04-15 21:42:52
448,Leiyang,26.4024,112.8591,53.11,97,100,7.29,CN,2022-04-15 21:42:52
449,Kirakira,-10.4544,161.9205,83.3,73,66,3.69,SB,2022-04-15 21:42:53
450,Romny,50.751,33.4747,50.65,65,100,12.53,UA,2022-04-15 21:42:53
451,Camabatela,-8.1881,15.375,62.08,97,99,0.74,AO,2022-04-15 21:42:54
452,Tutoia,-2.7619,-42.2744,79.12,85,73,7.4,BR,2022-04-15 21:42:54
453,Saint-Denis,48.9167,2.3333,62.15,66,0,8.05,FR,2022-04-15 21:42:54
454,Vardo,70.3705,31.1107,35.74,88,100,24.34,NO,2022-04-15 21:42:55
455,Vestmanna,62.1564,-7.1664,47.32,93,100,9.22,FO,2022-04-15 21:42:55
456,Mantua,45.1667,10.7833,61.84,63,31,5.66,IT,2022-04-15 21:42:55
457,Buala,-8.145,159.5921,78.04,84,100,1.74,SB,2022-04-15 21:42:56
458,Tecoanapa,16.5167,-98.75,86.54,52,84,10.92,MX,2022-04-15 21:42:56
459,Lagoa,39.05,-27.9833,58.75,74,100,14.54,PT,2022-04-15 21:43:57
460,Fort Nelson,58.8053,-122.7002,36.99,25,0,8.05,CA,2022-04-15 21:43:57
461,Belyy Yar,53.6039,91.3903,35.49,44,79,2.24,RU,2022-04-15 21:43:57
462,Korocha,50.8107,37.1953,52.52,72,96,7.74,RU,2022-04-15 21:43:58
463,San Rafael Del Sur,11.8485,-86.4384,95.97,31,66,12.15,NI,2022-04-15 21:43:58
464,Antofagasta,-23.65,-70.4,63.68,79,5,6.44,CL,2022-04-15 21:43:59
465,Sun Valley,39.5963,-119.776,61.48,33,75,17.0,US,2022-04-15 21:43:02
466,Paamiut,61.994,-49.6678,24.75,76,28,13.94,GL,2022-04-15 21:43:59
467,Pimentel,-6.8367,-79.9342,71.89,68,0,20.71,PE,2022-04-15 21:43:59
468,Camana,-16.6228,-72.7111,69.26,78,73,10.29,PE,2022-04-15 21:44:00
469,Padang,-0.9492,100.3543,78.75,83,100,2.39,ID,2022-04-15 21:44:00
470,Monywa,22.1167,95.1333,83.91,55,36,6.6,MM,2022-04-15 21:44:00
471,Keratea,37.8073,23.9769,60.49,54,100,6.38,GR,2022-04-15 21:44:01
472,Tashtyp,52.7939,89.8983,35.58,78,61,3.85,RU,2022-04-15 21:44:01
473,Demmin,53.9076,13.0314,39.99,88,20,6.71,DE,2022-04-15 21:44:01
474,Okhotsk,59.3833,143.3,15.53,84,52,7.29,RU,2022-04-15 21:44:02
475,San Carlos De Bariloche,-41.1456,-71.3082,62.35,39,0,21.85,AR,2022-04-15 21:44:02
476,Nouadhibou,20.931,-17.0347,62.58,88,0,14.97,MR,2022-04-15 21:44:03
477,Jaciara,-15.9653,-54.9683,73.54,89,26,1.99,BR,2022-04-15 21:43:24
478,Makakilo City,21.3469,-158.0858,80.92,50,100,17.27,US,2022-04-15 21:44:03
479,Cotacachi,0.3,-78.2667,69.35,76,98,3.69,EC,2022-04-15 21:44:03
480,Urumqi,43.801,87.6005,38.35,20,0,6.71,CN,2022-04-15 21:44:04
481,Canutama,-6.5339,-64.3831,77.45,96,100,1.41,BR,2022-04-15 21:44:04
482,Ampanihy,-24.7,44.75,75.09,75,46,1.32,MG,2022-04-15 21:44:05
483,Porto Velho,-8.7619,-63.9039,78.85,89,75,5.75,BR,2022-04-15 21:44:05
484,Batticaloa,7.7102,81.6924,79.11,88,20,8.72,LK,2022-04-15 21:44:05
485,Huadian,42.9633,126.7478,41.88,42,3,11.59,CN,2022-04-15 21:44:06
486,Kimbe,-5.5502,150.1429,80.11,84,78,1.36,PG,2022-04-15 21:44:06
487,Snezhnogorsk,69.1933,33.2531,24.58,94,63,6.17,RU,2022-04-15 21:44:06
488,Ostrovnoy,68.0531,39.5131,24.37,88,71,9.19,RU,2022-04-15 21:44:07
489,Pascagoula,30.3658,-88.5561,80.42,69,100,9.22,US,2022-04-15 21:44:07
490,Gat,31.61,34.7642,64.4,66,88,3.62,IL,2022-04-15 21:43:27
491,Atbasar,51.8,68.3333,54.57,47,91,9.73,KZ,2022-04-15 21:44:08
492,Martinsburg,39.4562,-77.9639,72.59,17,0,16.11,US,2022-04-15 21:44:08
493,Ahipara,-35.1667,173.1667,64.22,58,99,3.44,NZ,2022-04-15 21:44:09
494,Jiaocheng,24.6774,116.1389,66.74,82,100,2.24,CN,2022-04-15 21:44:09
495,Diu,20.7141,70.9822,77.43,78,0,10.47,IN,2022-04-15 21:44:09
496,Buchanan,5.8808,-10.0467,80.24,84,100,7.29,LR,2022-04-15 21:44:10
497,Sanguem,15.2333,74.1667,83.68,87,94,1.41,IN,2022-04-15 21:44:10
498,Henties Bay,-22.116,14.2845,59.45,84,0,8.84,NA,2022-04-15 21:44:11
499,Grindavik,63.8424,-22.4338,46.87,100,100,35.68,IS,2022-04-15 21:44:11
500,Saldanha,-33.0117,17.9442,57.25,59,6,18.1,ZA,2022-04-15 21:44:11
501,Mildura,-34.2,142.15,57.16,67,2,0.0,AU,2022-04-15 21:44:12
502,Nemuro,43.3236,145.575,33.85,89,100,20.02,JP,2022-04-15 21:44:12
503,Krasnovishersk,60.4078,57.082,28.18,98,100,3.51,RU,2022-04-15 21:44:12
504,Porteirinha,-15.7433,-43.0283,75.58,74,88,4.76,BR,2022-04-15 21:44:13
505,Riesi,37.2819,14.0823,58.19,60,100,17.96,IT,2022-04-15 21:45:13
506,Salalah,17.0151,54.0924,80.69,83,40,1.14,OM,2022-04-15 21:41:45
507,Kiruna,67.8557,20.2251,22.12,80,100,10.36,SE,2022-04-15 21:45:14
508,Bjerkvik,68.5597,17.5189,32.0,76,100,5.66,NO,2022-04-15 21:45:14
509,Tayoltita,24.0833,-105.9333,89.02,11,91,8.52,MX,2022-04-15 21:45:14
510,Spanish Town,17.9911,-76.9574,86.7,67,20,24.16,JM,2022-04-15 21:45:15
511,Willowmore,-33.2926,23.4895,45.79,77,23,6.93,ZA,2022-04-15 21:45:15
512,Oriximina,-1.7656,-55.8661,77.2,92,100,2.84,BR,2022-04-15 21:40:40
513,Port Blair,11.6667,92.75,77.04,94,20,2.3,IN,2022-04-15 21:45:16
514,Riyadh,24.6877,46.7219,82.54,27,95,3.8,SA,2022-04-15 21:40:42
515,Mastic Beach,40.7668,-72.8521,62.98,53,0,16.11,US,2022-04-15 21:45:16
516,Tubuala,9.5167,-79.0333,81.36,80,77,12.01,PA,2022-04-15 21:45:16
517,Cap Malheureux,-19.9842,57.6142,76.46,86,29,5.99,MU,2022-04-15 21:45:17
518,Den Helder,52.9599,4.7593,49.01,78,100,10.36,NL,2022-04-15 21:42:57
519,Krasnoselkup,65.7,82.4667,29.43,98,100,3.71,RU,2022-04-15 21:45:17
520,Manaus,-3.1019,-60.025,77.49,94,75,8.05,BR,2022-04-15 21:45:18
521,Halifax,44.6453,-63.5724,44.53,98,100,3.44,CA,2022-04-15 21:41:26
522,Fare,-16.7,-151.0167,81.97,71,1,17.87,PF,2022-04-15 21:45:18
523,Sobolevo,54.4299,31.8996,37.72,96,100,14.47,RU,2022-04-15 21:45:18
524,Mackay,-21.15,149.2,72.68,88,100,9.22,AU,2022-04-15 21:45:19
525,Portland,45.5234,-122.6762,55.83,52,40,5.75,US,2022-04-15 21:45:19
526,Mabaruma,8.2,-59.7833,78.03,76,80,6.49,GY,2022-04-15 21:45:20
527,Shimoda,34.6667,138.95,47.1,89,100,15.32,JP,2022-04-15 21:41:46
528,Uwajima,33.2238,132.56,49.62,67,55,14.63,JP,2022-04-15 21:45:20
529,Shingu,33.7333,135.9833,53.65,74,56,7.16,JP,2022-04-15 21:45:20
530,Farah,32.5,62.5,74.26,11,40,1.43,AF,2022-04-15 21:45:21
531,Prince Rupert,54.3161,-130.3201,48.29,31,0,8.05,CA,2022-04-15 21:45:21
532,Borzna,51.2546,32.4269,51.78,84,100,12.62,UA,2022-04-15 21:45:22
533,Kapoeta,4.7717,33.5903,72.03,89,100,8.52,SS,2022-04-15 21:45:22
534,Copiapo,-27.3667,-70.3333,60.49,54,0,6.78,CL,2022-04-15 21:45:23
535,Skibotn,69.3913,20.2679,30.72,88,94,6.73,NO,2022-04-15 21:45:23
536,Umm Lajj,25.0213,37.2685,75.65,57,0,6.2,SA,2022-04-15 21:45:23
537,Pervomayskiy,53.2485,40.2871,43.7,70,94,7.67,RU,2022-04-15 21:45:24
538,Samarai,-10.6167,150.6667,82.89,73,97,8.34,PG,2022-04-15 21:45:24
539,Husavik,66.0449,-17.3389,41.85,77,100,13.18,IS,2022-04-15 21:45:24
540,Lucapa,-8.4192,20.7447,66.92,97,100,0.87,AO,2022-04-15 21:45:17
541,Asyut,27.181,31.1837,73.58,21,0,2.57,EG,2022-04-15 21:45:25
542,Bandar-E Anzali,37.4727,49.4622,51.91,69,53,2.93,IR,2022-04-15 21:45:05
543,Deputatskiy,69.3,139.9,6.42,79,100,1.59,RU,2022-04-15 21:45:26
544,Lima,-12.0432,-77.0282,71.38,80,0,16.11,PE,2022-04-15 21:45:26
545,Pemba,-12.974,40.5178,81.3,83,20,6.91,MZ,2022-04-15 21:45:26
546,Shelburne,44.0787,-80.2041,50.45,55,86,25.32,CA,2022-04-15 21:45:27
547,Puerto Escondido,15.85,-97.0667,87.06,57,66,7.72,MX,2022-04-15 21:45:27
548,Mecca,21.4267,39.8261,81.81,34,0,3.2,SA,2022-04-15 21:45:12
549,Tabou,4.423,-7.3528,80.44,85,100,7.76,CI,2022-04-15 21:45:27
550,Kasongo-Lunda,-6.4667,16.8167,68.74,99,99,0.96,CD,2022-04-15 21:45:28
551,Huntsville,34.7304,-86.5861,77.95,26,100,11.99,US,2022-04-15 21:43:16
552,La Rochelle,46.1667,-1.15,57.94,94,0,3.44,FR,2022-04-15 21:45:28
553,Ilulissat,69.2167,-51.1,14.02,57,75,6.91,GL,2022-04-15 21:46:29
554,Qianan,44.9932,124.0581,44.44,36,13,9.15,CN,2022-04-15 21:46:29
555,Road Town,18.4167,-64.6167,80.64,69,40,12.66,VG,2022-04-15 21:45:51
556,Ravar,31.2656,56.8055,72.09,32,100,4.68,IR,2022-04-15 21:46:29
557,Linhares,-19.3911,-40.0722,73.22,65,99,13.56,BR,2022-04-15 21:46:30
558,Namibe,-15.1961,12.1522,71.62,76,70,3.85,AO,2022-04-15 21:46:30
559,Yangshe,31.8899,120.6052,50.0,87,84,5.57,CN,2022-04-15 21:46:31
560,Nichinan,31.6,131.3667,53.28,74,100,10.29,JP,2022-04-15 21:46:31
561,Cervo,43.6702,-7.4101,54.97,94,8,7.23,ES,2022-04-15 21:46:31
562,Hofn,64.2539,-15.2082,44.94,93,60,1.68,IS,2022-04-15 21:46:32
563,Gawler,-34.6,138.7333,65.1,79,0,5.95,AU,2022-04-15 21:46:32
564,Ixtapa,20.7,-105.2,89.65,31,100,7.56,MX,2022-04-15 21:46:32
565,Ajdabiya,30.7554,20.2263,78.08,19,70,27.94,LY,2022-04-15 21:46:33
566,Pundaguitan,6.3711,126.1689,81.34,75,92,3.47,PH,2022-04-15 21:46:33
567,Sao Filipe,14.8961,-24.4956,71.47,76,4,9.53,CV,2022-04-15 21:46:33
568,Akyab,20.15,92.9,81.64,83,12,5.44,MM,2022-04-15 21:46:34
569,Hirara,24.8,125.2833,70.07,73,75,16.11,JP,2022-04-15 21:46:34
570,Inyonga,-6.7167,32.0667,69.46,77,100,5.37,TZ,2022-04-15 21:46:35
571,Capitan Bado,-23.2667,-55.5333,61.16,82,0,6.91,PY,2022-04-15 21:46:35
572,Lagunillas,10.1301,-71.2595,86.07,62,5,3.04,VE,2022-04-15 21:46:35
573,Margate,51.3813,1.3862,48.69,89,48,1.99,GB,2022-04-15 21:46:36
574,Coria,39.9879,-6.5377,65.44,64,80,2.55,ES,2022-04-15 21:42:50
